id	tweet	subtask_a	subtask_b	subtask_c
20490	"&gt;500 comments, and all negative, slamming Chris Hayes for promoting vote suppression via Michael I love rapist &amp; Putin-puppet Assange"" Moore &amp; his latest ""kill the Dems"" movie. How about a town hall on women's repro rights &amp; gun control on eve of Kavanaugh vote instead? URL"	OFF	TIN	IND
10376	@USER Boner hasn't lived in real world for 40 years.	NOT	NULL	NULL
63865	@USER A candidate for governor that is friends with an individual that supports ANTIFA? #trump #MAGA #Syria #Israel #AlternativeFacts #WalkAway #WalkAwayFromDemocrats #LiberalismIsAMentalDisease #NEWS #Kavanaugh #sugardaddyneeded for Democratic socialists=taxpayers Working Families URL	NOT	NULL	NULL
21811	@USER @USER @USER You say she is your kind of woman. Why don't you do that with the Quran? I would say then that you are my kind of woman.	NOT	NULL	NULL
87307	@USER Her products cause dandruff? KC you are the one😂😂😂😂😂😂😂😂😂	NOT	NULL	NULL
33060	@USER @USER The men senators should allow citizens to question the ACCUSER.  The citizens should be women and conservatives  who love America and fairness.	NOT	NULL	NULL
47156	@USER It's SOP for conservatives defend every Republican fully no matter the seriousness of the charge or evidence.  Demand every Democrat resign no matter what.	NOT	NULL	NULL
94776	"@USER @USER @USER Actually, since you believe blindly when it's what you want to believe, you would've learned"" it is a free speech symbol due to social media platforms censoring conservatives. It shows who is being censored. You wouldn't know that or care. Bet if were being censored you would."""	NOT	NULL	NULL
54567	@USER Serena not upset for losing. She is upset because Penalty given the her that men’s tennis does same action but not penalized.	NOT	NULL	NULL
24069	@USER @USER @USER Running away from the truth yet again and using childish language. Provide a competent argument justifying #Brexit even is it’s just to prove that you are not a Russian algorithm designed to disrupt Britain’s society and economy.	NOT	NULL	NULL
79808	#VA10 voters will not accept a Congresswoman who stands with the NRA as shooting after shooting devastates communities across the country. We need common sense gun safety laws and we need them now. URL	NOT	NULL	NULL
24558	@USER Cause if she got the shot she is clearly the MVP I’ve needed of course and there is no use fighting her.	NOT	NULL	NULL
23902	@USER This is not the first time she has expressed this dismissive attitude toward public outcry against her votes. Those people will be a factor when they vote her ass out of office in 2 years. I think she is toast.	OFF	TIN	IND
20223	@USER And they say big tech isn’t biased! Give me a break! Wake up people!	NOT	NULL	NULL
81416	@USER I don’t know who she is but she don’t  sound too hot in the video lol	NOT	NULL	NULL
81662	@USER @USER Oh my god you are joking right? 15 hours? Most officers and fire work 24 and sometimes back to back. 15 hours? Give me a break.	NOT	NULL	NULL
45604	@USER do you recall what was said about moss when the patriots got him? do you even remember what he did in the few years before that? gordon isnt a hall of famer but name a 5th rounder as good as he is today.	NOT	NULL	NULL
81948	@USER @USER @USER These people in the MSM are DISGUSTING 🇺🇸🇺🇸#MAGA	NOT	NULL	NULL
25928	.🇺🇸🤔 I have been watching the committee hearings for Judge Kavanaugh. @USER is using this particular session on birth control &amp; Roe vs Wade as a window to gun control legislation. Her comments were very clear. @USER @USER  I will not allow a politician deprive me of 2A	NOT	NULL	NULL
95606	@USER Oh fuck this is me. I am a tmi queen on some things because it controls the conversation subtly but god help you if you comment in my habits or decisions I swear to god	OFF	TIN	IND
53591	@USER liberals got to crap all over everything.	OFF	TIN	GRP
69593	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Dint pay any attention to her...she's yet to say anything of interest... meme jerk.	OFF	TIN	IND
31487	@USER There you are! 👋🐾	NOT	NULL	NULL
65922	@USER @USER @USER @USER @USER The Liberals same old playbook. It is so old... yawn	OFF	TIN	GRP
48519	@USER @USER Sorry Howie she is horrible. I have been to Vegas multiple times and know the people whom spend their hard earned money for a vacation aren't going to waste said money on a scrawny kid whom will scream them into a migraine!! They come to Vegas to see REAL talent!#AGTResults #AGT	NOT	NULL	NULL
91693	@USER All you do is lie. All congress does us lie.  MAGA.	OFF	TIN	IND
24066	@USER She is soooo pretty!!!!!!	NOT	NULL	NULL
88954	@USER Never nigga 💀💀	OFF	TIN	OTH
51153	@USER We are so glad we don’t know anyone like those miscreant. Pitiful bunch.	OFF	TIN	GRP
20757	@USER Well...he is now firmly part of the establishment....let's see how that goes for him.	NOT	NULL	NULL
98090	@USER @USER Elon has been smoking too much dope and he apparently got a bad batch. Even I knew that vessel he sent would not work to rescue the #ThailandChildren. @USER quit.	NOT	NULL	NULL
45659	@USER @USER Sure hope Maxi marches with Antifa. She will cover her head	NOT	NULL	NULL
63595	@USER @USER Mazzone has convinced him he can play in the NFL if he does as he is told and acts like a good little pocket passer	NOT	NULL	NULL
14665	@USER Of course he does!!  #MAGA  for everyone 🇺🇸🇺🇸🇺🇸	NOT	NULL	NULL
53994	@USER @USER @USER URL  The left party relativizing and playing down communist crimes	OFF	TIN	GRP
44261	@USER It’s not bizarre. It’s smart business. He is gonna get paid by someone next year and is saving his body in the process. Yes Connor did well. But it’s because the Browns didn’t gameplan for him like they would Bell	NOT	NULL	NULL
88986	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I follow all these MAGA Patriots n got a couple new ones too🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️🇺🇸🇺🇸❤️ps tweeeeeetrrrr I don’t like u hiding these n making it hard to see these trains to follw 😡😡😡👊🏻👊🏻👊🏻 URL	NOT	NULL	NULL
65227	@USER I sure hope they have removed him from where he is and are hiding and protecting him. He is chum in the water right now.	NOT	NULL	NULL
90715	@USER @USER You are not God and you have no idea who he is. God doesn’t say we can’t like people in fact I feel he sent us Trump in answer to our prayers	NOT	NULL	NULL
67261	@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Don’t want to be punched? Don’t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. You’re just a right wing dupe. Sorry that’s the case.	OFF	TIN	IND
16518	@USER HI ILYSM IT HAS BEEN SUCH A GREAT DAY	NOT	NULL	NULL
72091	"REPORT: Christine Blasey Ford ‘prepared to testify’ — but there are some catches""  URL #TCOT #MAGA #RedNationRising"""	NOT	NULL	NULL
34725	@USER @USER He is a Russian troll. Look at the rest of his page.	NOT	NULL	NULL
79500	@USER @USER @USER @USER I think she is trying to repair her image so she will be friendly to everyone. I hope they can all be friends. She needs to respect Fessy and Tyler's boundaries though now that their are dating other people.	NOT	NULL	NULL
41044	@USER @USER She is attempting to emotionally manipulate Canadians  Standard behaviour for the Trudeau “Liberals”.	NOT	NULL	NULL
21146	@USER They embraced Antifa. Career killer.	OFF	TIN	IND
48394	@USER @USER Take a moment to realize Jimin is 22 and she is 39 years old. 17 year age difference. Breathe that in.	NOT	NULL	NULL
94737	@USER Thats is not what i was saying.. read my other tweet to you.  I never said that.. you sir are putting words in my mouth!  liberals really are just assholes.. cant have a civil discussion!	OFF	TIN	GRP
16774	@USER I experience this very same problem. I like to think I am suffering from anti-pernickety bastard disorder.	OFF	TIN	IND
11317	@USER Need gun control to many	NOT	NULL	NULL
45516	@USER We’re super excited to have him! He is now on board for the #HadexIncursion	NOT	NULL	NULL
37906	@USER This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool.	OFF	TIN	IND
26206	@USER @USER She is so gorgeous @USER 😘😘 URL	NOT	NULL	NULL
43540	@USER FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@	OFF	TIN	IND
11966	@USER #MAGA 👍  Let that set in ...... URL	NOT	NULL	NULL
72423	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is cute😊	NOT	NULL	NULL
12802	@USER He IS Mark Twain in my eyes. Love him.	NOT	NULL	NULL
18626	@USER @USER He needs to be removed from his position. Children have and are being abused and he is covering it up!!	OFF	TIN	IND
65060	@USER @USER Then there should be no problem having Kavanaugh take a lie detector test just as Dr. Ford. If he is so anxious to clear his name he should be asking to take a lie detector test. The fact that @USER isn't blasting tweets on this issue also speaks volumes!	NOT	NULL	NULL
25418	@USER @USER @USER Nope. Teaching them not to give a shit what liberals from CA think.	OFF	TIN	GRP
63476	@USER If he is implying that he is an agent of the Devil's will then I fully agree!	OFF	TIN	GRP
35824	@USER @USER Isn’t this from the Saul Alinsky book #RulesforRadicals or @USER favorite book Antifa Handbook	NOT	NULL	NULL
38534	@USER If just a veiled accusation can derail it will never stop #resist #antifa and @USER fingerprints all over this	NOT	NULL	NULL
38235	@USER @USER @USER you are a sexy perverse woman😍😍😍😋😋😋😉😉😈	OFF	TIN	IND
56475	@USER @USER Gun control at its finest. If that cop had a gun he wouldn’t have been vulnerable to this thug attack.	NOT	NULL	NULL
61082	"@USER i think she and her team imagined it all and now she is a victim in hiding from her abuser"". Kavanaugh and his family, friends ever imagined it, never."""	NOT	NULL	NULL
56256	@USER There aren't many instances I've been in where you can just admire the woman's physique. If i spend too long looking at a woman's bits it all comes into question. Porn allows an up close personal experience for as long as I like with no challenges. except of course getting caught	NOT	NULL	NULL
55806	"@USER @USER @USER @USER He is mocking self-professed populists who claim to speak for the people"" when those who stand up for ""norms"" and ""rights"" are labelled latte drinking elitists"""	OFF	TIN	GRP
87342	I'm shocked that this gun addict is also an alleged pervert! URL   #NRA #2A #MolonLabe #gunsense #momsdemand #MAGA #WednesdayWisdom	OFF	TIN	IND
82687	@USER @USER @USER What has awaken so many women in this country is the asinine over the top stupidity of liberals today!!	OFF	TIN	GRP
24454	@USER I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time?	OFF	TIN	GRP
40926	@USER @USER Just think... this chap was teaching...	NOT	NULL	NULL
25338	@USER Blowing dirt and the misery of millions?	OFF	TIN	IND
50813	@USER @USER Maybe Antifa can find gainful employment and join the american dream. URL	NOT	NULL	NULL
62940	@USER Beto I would love it if you could become a Texas senator. You need to support the 2nd amendment to get elected. Once you’re in you effect change. You have my vote but I am not worried at all about losing my gun ownership. The gun control argument is Teds best fight	NOT	NULL	NULL
91027	@USER @USER So What? We all have concerns on gun control but one man is not going to change our problem. It is much deeper than that.	NOT	NULL	NULL
80515	@USER Gun control - no guns if you are a liberal!!🤣What an idiot...	OFF	TIN	IND
52898	"@USER Lol Religion of peace"" am I right fellow classical liberals? Izlam totes needs a Reformation"""	NOT	NULL	NULL
66353	#RedWaveRising2018. A Texas gun control platform? Someone drank Koolaide in concentrate.?! URL	NOT	NULL	NULL
